Time_seconds,SOC
0,0.570238246180542
2.5,0.570498315624987
9.11,0.571874480902764
15.735,0.573254689236098
22.328,0.57462731520832
28.953,0.576005683263875
35.563,0.577381848541653
42.141,0.578751351597209
48.781,0.58013376270832
55.375,0.58150751270832
61.969,0.582880346874987
68.563,0.58425226520832
75.156,0.585623975486098
81.735,0.586992772986098
88.328,0.58836539895832
95.328,0.589822760069431
102.094,0.591217307847209
108.797,0.592573268888875
115.5,0.593899904305542
122.297,0.595213046944431
129.031,0.596483621805542
135.735,0.597718740694431
142.5,0.598936440694431
149.203,0.600120171874987
155.969,0.601295764374987
162.688,0.602444060138875
169.375,0.603569240763875
176.125,0.604688147013875
182.891,0.605796549374987
189.578,0.606882258124987
196.36,0.60797444270832
203.078,0.609046990069431
209.766,0.610104994513875
216.531,0.611166723680542
223.219,0.612211259236098
229.891,0.613251442569431
236.641,0.614299098819431
243.328,0.615332797569431
250.078,0.616371547569431
256.766,0.617395647569431
263.453,0.618414021944431
270.172,0.61943213708332
276.86,0.620444625972209
283.61,0.621461344722209
290.313,0.62246307083332
296.985,0.623456457499987
303.703,0.624455759999986
310.375,0.625446829999987
317.031,0.626435061111098
323.75,0.627432179374987
330.469,0.628424165069431
337.125,0.629402227291653
343.844,0.630389080416653
350.547,0.631369394166653
357.203,0.632339136388875
363.922,0.633317124166653
370.625,0.634288128194431
377.344,0.635257717222209
384.031,0.636222224097209
390.688,0.637181017013875
397.438,0.638148517013875
404.11,0.639101130347209
410.828,0.640059844930542
417.531,0.641015487916653
424.203,0.641962077916653
430.922,0.642911136666653
437.61,0.643855352222209
444.328,0.644802870138875
451.047,0.645745396527764
457.703,0.646675387638875
464.422,0.647614181249986
471.156,0.648553667777764
477.828,0.649484041111098
484.547,0.650420035138875
491.219,0.651348091805542
497.969,0.652282779305542
504.719,0.653209966805542
511.422,0.654126974444431
518.156,0.655047287777764
524.86,0.655962569999987
531.563,0.65687725020832
538.281,0.657793510763875
544.953,0.658703034097209
551.672,0.659617564652764
558.422,0.660531627152764
565.172,0.661438189652764
571.875,0.662334715902764
578.594,0.663232915555542
585.313,0.664130648611098
592.031,0.665027314999987
598.75,0.665923181666653
605.5,0.666818962916653
612.172,0.667700222916653
618.875,0.668585577499986
625.61,0.66947422333332
632.281,0.670353498194431
639,0.671238633124987
645.719,0.672122834861098
652.422,0.673004465555542
659.172,0.673887590555542
665.891,0.674758260972209
672.578,0.675621534097209
679.25,0.676482870763875
685.953,0.67734774395832
692.656,0.678212151666653
699.391,0.67908021833332
706.094,0.67994322958332
712.797,0.680805309861098
719.5,0.681666924652764
726.281,0.682533856666653
733.031,0.683388387916653
739.735,0.684232905694431
746.453,0.68507918708332
753.156,0.685923113402764
759.875,0.686768587569431
766.969,0.687660756597209
773.797,0.688518049930542
780.578,0.689368029444431
787.36,0.690212953611098
794.172,0.691056884722209
800.985,0.691900466597209
807.813,0.692741164097209
814.625,0.693575634097209
821.469,0.694409271319431
828.266,0.695232463541653
835.016,0.696049494791653
841.828,0.69687261145832
848.656,0.697692445624986
855.453,0.698504309513875
862.297,0.699317034513875
869.11,0.700120873888875
875.906,0.700922235555542
882.75,0.701724504444431
889.563,0.702517935069431
896.36,0.703309030347209
903.203,0.704100252222209
910.016,0.704882800972209
916.844,0.705662805138875
924.016,0.706477624027764
930.922,0.707261263194431
937.844,0.70804527583332
944.844,0.708833748055542
951.766,0.709608627499986
958.672,0.710380756666653
965.641,0.711159445624986
972.547,0.711930615624986
979.469,0.712699246041653
986.5,0.713475585624987
993.453,0.714242347013875
1000.36,0.715003076319431
1007.375,0.715771316249987
1014.344,0.716530162916653
1021.266,0.717282930416653
1028.172,0.718032998749986
1035.141,0.71878990958332
1042.047,0.71953949833332
1048.969,0.720289862361098
1055.938,0.721044837361098
1062.875,0.72179152833332
1069.813,0.722529654444431
1076.719,0.723260539444431
1083.688,0.723998091944431
1090.61,0.724730670277764
1097.516,0.725461555277764
1104.485,0.726198623819431
1111.391,0.726927590486098
1118.313,0.727657284652764
1125.313,0.728386937430542
1132.281,0.729101641319431
1139.203,0.729808262152764
1146.141,0.730512661874987
1153.141,0.731223356319431
1160.094,0.73192927895832
1167.125,0.732643120763875
1174.047,0.733344934652764
1180.969,0.734041941597209
1187.938,0.734743681180542
1194.875,0.735438344652764
1201.844,0.736136212569431
1208.766,0.736832738819431
1215.735,0.737533510486098
1222.703,0.73823369770832
1229.61,0.738927275624987
1236.531,0.739621298124987
1243.516,0.74031688770832
1250.438,0.741002357986098
1257.375,0.741688831944431
1264.281,0.742371758611098
1271.235,0.743059431944431
1278.141,0.743741399444431
1285.406,0.744457809166653
1292.422,0.745149177499987
1299.453,0.745841535694431
1306.531,0.746538030555542
1313.641,0.747237180555542
1320.735,0.747933771944431
1327.813,0.748627809166653
1334.875,0.74931978708332
1341.875,0.750005203749986
1348.969,0.750699331944431
1356.047,0.751391403055542
1363.156,0.75207811270832
1370.281,0.752753998124987
1377.391,0.753424510624986
1384.422,0.754083666874987
1391.422,0.754736027986098
1398.438,0.75538988020832
1405.453,0.756043639236098
1412.485,0.756698982569431
1419.516,0.757353744444431
1426.531,0.758006529166653
1433.547,0.758659406944431
1440.563,0.759312284722209
