Time_seconds,SOC
0,0.548075540916646
2.5,0.548335610361091
10.781,0.550058518416646
19.109,0.551791205083313
27.406,0.553518594388869
35.703,0.555245983694424
44.015,0.556975341472202
52.281,0.558695128694424
60.547,0.560414915916646
68.843,0.562142097027758
77.109,0.563864180361091
85.375,0.565586263694424
94.015,0.567372463694424
102.5,0.569098336263869
110.922,0.570773963347202
119.312,0.572394282097202
127.718,0.573967488347202
136.156,0.575499805708313
144.531,0.576979970638869
152.953,0.57843335049998
161.312,0.579842190291646
169.703,0.581228453416646
178.125,0.582597613277758
186.562,0.58394694737498
194.922,0.585267130708313
203.297,0.586578050847202
211.718,0.587883890638869
220.156,0.589180647166646
228.515,0.590454233694424
236.89,0.591718044458313
245.312,0.592977835291646
253.734,0.594227683486091
262.062,0.595453171819424
270.453,0.596682103694424
278.843,0.597909723833313
287.265,0.599136762444424
295.64,0.600346484666646
304.031,0.601552690916646
312.375,0.602751561472202
320.75,0.603948488555535
329.14,0.605141150361091
337.547,0.60632980674998
345.937,0.607510233138869
354.343,0.608692326888869
362.703,0.609861565777758
371.047,0.61102219299998
379.437,0.612188636055535
387.828,0.613353470013869
396.187,0.614507476402758
404.547,0.615651751402758
412.937,0.616794888902758
421.328,0.617936997236091
429.672,0.619071549458313
438,0.620203347791646
446.422,0.621341487513869
454.843,0.622468381055535
463.172,0.623577757583313
471.5,0.624687000916646
479.922,0.625802915916646
488.328,0.626910873416646
496.656,0.62800797174998
505,0.629106018972202
513.328,0.630200225638869
521.672,0.631294796194424
530,0.632382062861091
538.359,0.63346292799998
546.687,0.634534001333313
555,0.63560314549998
563.328,0.63667364049998
571.64,0.637741501611091
580,0.638809143277758
588.343,0.639863605777758
597.093,0.640964647444424
605.578,0.642032343277757
614.062,0.643099324111091
622.547,0.64416466299998
631.031,0.645228108833313
639.515,0.646290376333313
648.031,0.647350736611091
656.937,0.648453472583313
665.578,0.649522796333313
674.25,0.650590536333313
682.89,0.651648936333313
691.515,0.652704300916646
700.156,0.653759823069424
708.765,0.654804860013869
717.343,0.655840176958313
725.937,0.656872053763869
734.531,0.657897365708313
743.125,0.658920887236091
751.75,0.659942111194424
760.359,0.660950081611091
768.953,0.661950327722202
777.547,0.662948783416646
786.187,0.663945383416646
794.828,0.66493549799998
803.468,0.66591889799998
812.203,0.666907651472202
821.172,0.66791604112498
829.922,0.668892516819424
838.672,0.669862308486091
847.359,0.670819085013869
856.078,0.671772725638869
864.828,0.672723072861091
873.578,0.673672204805535
882.297,0.674605864388869
891.047,0.675531906055535
899.797,0.676457340083313
908.468,0.677373816611091
917.156,0.678290279944424
925.906,0.67921146049998
934.672,0.68012823799998
943.39,0.681028492583313
952.14,0.681926582861091
960.89,0.68282406549998
969.578,0.68371458549998
978.281,0.68460059924998
987.047,0.68548206924998
995.812,0.686353699805535
1004.593,0.687222043138869
1013.343,0.688087320916646
1022.047,0.688946840916646
1030.75,0.689805053416646
1039.547,0.690671924458313
1048.25,0.691528928208313
1056.953,0.692379888208313
1065.672,0.693226357791646
1074.375,0.694071274041646
1083.062,0.694914033694424
1091.797,0.695760843416646
1100.562,0.696609952791646
1109.312,0.69745578612498
1118.093,0.698303396541646
1126.859,0.699148950291646
1135.562,0.699982383416646
1144.312,0.700814848694424
1153.078,0.701643357444424
1161.828,0.702464885222202
1170.562,0.703284910777757
1179.343,0.704103860986091
1188.015,0.704907225430535
1196.687,0.70571058987498
1205.422,0.70651857737498
1214.172,0.707326737097202
1222.937,0.708135673555535
1231.64,0.708938283555535
1240.39,0.709744620361091
1249.125,0.710548968277757
1257.812,0.711347689666646
1266.562,0.712150988277757
1275.297,0.712952303208313
1283.968,0.713746542722202
1292.672,0.714537156055535
1301.39,0.715318748972202
1310.078,0.716088602305535
1318.859,0.716861208347202
1327.64,0.717633204597202
1336.312,0.71839140237498
1345.062,0.719152166263869
1353.812,0.719912930152757
1362.484,0.720666310152757
1371.156,0.721419087930535
1379.953,0.722181494597202
1388.64,0.722933161402757
1397.39,0.723689671819424
1406.125,0.724444278763869
1414.812,0.725194135777757
1423.484,0.725942095777757
1432.218,0.726694190222202
1441,0.727444319388869
1449.703,0.728182261263869
1458.437,0.728922225152758
1467.187,0.729663544597202
1475.922,0.730397527236091
1484.75,0.731128289458313
1493.547,0.73185220924998
1502.328,0.732575422166646
1511.078,0.73329547424998
1519.828,0.734014918694424
1528.593,0.734734987791646
1537.312,0.735445828486091
1546.109,0.73615814112498
1554.828,0.736867770847202
1563.562,0.737577408347202
1572.328,0.738279905847202
1581.078,0.738976260013869
1589.765,0.739667600430535
1598.5,0.74036215424998
1607.234,0.741056022027758
1615.984,0.741749945638869
1624.718,0.742441387305535
1633.468,0.743134095638869
1642.156,0.743821292305535
1650.843,0.74450298049998
1659.593,0.745184751333313
1668.328,0.745864746819424
1677.015,0.74654040237498
1685.687,0.747213686819424
1694.422,0.747890649319424
1703.187,0.74856506737498
1711.859,0.749227511819424
1720.531,0.749889354041646
1729.281,0.750556541541646
1738.015,0.751221295986091
1746.703,0.751881342652758
1755.468,0.752542369736091
1764.203,0.753196281541646
1772.875,0.75384487487498
1781.64,0.754504684597202
1790.406,0.755163352097202
1799.172,0.755811062097202
1807.937,0.756458698208313
1816.703,0.757105799458313
1825.437,0.757745079736091
1834.14,0.758386925986091
1842.906,0.759032809736091
1851.672,0.759667735986091
1860.359,0.760291510847202
1869.093,0.760918660569424
1877.843,0.761546959180535
1886.515,0.762169054736091
1895.265,0.762796138069424
1904.015,0.763422613763869
1912.672,0.764041829736091
1921.437,0.764663901263869
1930.109,0.765274554597202
1938.859,0.765889485152758
1947.593,0.766502078208313
1956.359,0.767116306958313
1965.109,0.767728806958313
1973.859,0.768341306958313
1982.609,0.768952591680535
1991.343,0.769561545569424
2000.015,0.770165574458313
2008.718,0.770766323208313
2017.515,0.77136378612498
2026.25,0.771952185430535
2034.922,0.772536340986091
2043.625,0.773122584736091
2052.343,0.773708628069424
2061.015,0.774290374736091
2069.75,0.774875741055535
2078.5,0.775461504944424
2087.187,0.776042448069424
2095.859,0.776621785847202
2104.593,0.777204052513869
2113.328,0.777784566055535
2122.093,0.778361595222202
2130.875,0.778929985777758
2139.609,0.779490417444424
2148.297,0.780046690777757
2157.047,0.780605110916646
2165.812,0.781159010222202
2174.484,0.781702214666646
2183.156,0.782244214666646
2191.89,0.782788876611091
2200.64,0.783333928694424
2209.312,0.783872917583313
2218,0.78440626424998
2226.75,0.784937340638869
2235.515,0.78546445799998
2244.39,0.785992643763869
2253.125,0.786511890986091
2261.937,0.787034491541647
2270.703,0.787553146541646
2279.515,0.788073911263869
2288.265,0.788590404319424
2297,0.789105405361091
2305.828,0.789619758972202
2314.593,0.790120094388869
2323.39,0.79061736924998
2332.125,0.791111139388869
2340.906,0.791607509805535
2349.672,0.792102423555535
2358.375,0.792593176055535
2367.156,0.793088326888869
2375.89,0.793580220916646
2384.593,0.794069764666646
2393.375,0.794563752166646
2402.125,0.795054724388869
2410.828,0.795541850638869
2419.593,0.796032447166646
2428.359,0.796522490916647
2437.156,0.797008769527758
2445.937,0.797489285361091
2454.687,0.797966889527758
2463.453,0.798444149527758
