Time_seconds,SOC
0,0.691017075222219
2.594,0.691287085402775
9.938,0.692816575402775
17.234,0.694336068736108
24.531,0.69585577033333
31.828,0.697375471930552
39.156,0.69890162970833
46.453,0.700421331305552
53.719,0.701934576722219
61,0.703450946097219
68.266,0.704964191513886
75.563,0.706483893111108
82.813,0.707993806305552
90.453,0.709584942416664
97.891,0.711134009222219
105.266,0.712669955402775
112.703,0.714218813944441
120.078,0.715754760124997
127.516,0.717303826930552
134.891,0.718839773111108
142.328,0.720388631652775
149.703,0.72192457783333
157.141,0.723473644638886
164.516,0.725009590819441
171.938,0.726555325402775
179.375,0.728104183944441
186.75,0.729640130124997
194.172,0.73118586470833
201.547,0.732721810888886
208.984,0.734270669430552
216.422,0.735819736236108
223.781,0.737352350194441
231.203,0.738898084777775
238.578,0.74043403095833
245.969,0.741973309361108
253.313,0.743502799361108
260.703,0.745041869499997
268.063,0.746574691722219
275.469,0.74811709408333
282.906,0.749665952624997
290.25,0.751195442624997
297.641,0.752734721027775
305.016,0.75427066720833
312.406,0.755809737347219
319.766,0.757342559569441
327.156,0.75888162970833
334.484,0.760407787486108
341.922,0.761956854291663
349.328,0.763499256652775
356.672,0.765028746652775
364.063,0.766568025055552
371.406,0.768097306791664
378.844,0.769646373597219
386.281,0.771195232138886
393.641,0.772728054361108
400.984,0.774257336097219
408.328,0.775786826097219
415.672,0.777316316097219
423.016,0.778845806097219
430.391,0.780381752277775
437.75,0.781914366236108
445.094,0.783443856236108
452.422,0.784970014013886
459.766,0.786499504013886
467.125,0.788032117972219
474.469,0.789561607972219
481.797,0.791087765749997
489.141,0.792616949749997
496.516,0.794151154611108
503.844,0.795673393944441
511.203,0.797199568777775
518.547,0.798720388777775
525.906,0.800242373069441
533.234,0.801755706847219
540.578,0.803270151847219
547.922,0.804782658847219
555.313,0.806303408423608
562.672,0.807816193965275
570.016,0.809324518965275
577.375,0.810834544881941
584.734,0.812342884361108
592.172,0.813865969819441
599.563,0.815378045236108
607.297,0.816958251819441
614.797,0.818488668486108
622.281,0.820014157152775
629.797,0.821544759236108
637.297,0.823070644652775
644.828,0.824601372701386
652.328,0.826124393534719
659.844,0.827648993256941
667.344,0.829168628673608
675.219,0.830772558361108
682.813,0.832326164194441
690.422,0.833879668361108
698.078,0.835440482194441
705.719,0.836986670381941
713.359,0.83852220427083
721,0.84005709014583
728.641,0.84158099208333
736.344,0.843107041972219
743.984,0.84462034558333
751.625,0.84613326358333
759.266,0.84763519764583
766.906,0.849126536256941
774.594,0.850626924201386
782.234,0.852116777256941
789.875,0.853605127319441
797.516,0.855091461006941
805.203,0.85657563920833
812.844,0.85804080095833
820.484,0.859505505680553
828.125,0.860969871493052
835.766,0.862433971993052
843.406,0.863887428937497
851,0.865321745687497
858.594,0.866755482340275
866.188,0.86818863889583
873.828,0.869629893062497
881.859,0.871153719541664
889.547,0.872609848097219
897.234,0.874043687124997
904.922,0.87546724845833
912.594,0.876887847124997
920.297,0.878313918493052
927.984,0.879736440548608
935.656,0.881155281048608
943.344,0.882566029048608
951.031,0.883966130687497
958.766,0.885374706416663
966.531,0.886787882493052
974.234,0.888178969402775
981.938,0.889560018402775
989.656,0.890943577097219
997.344,0.892321170597219
1005.031,0.893697410506941
1012.719,0.89507265489583
1020.391,0.896443865062497
1028.094,0.897818904055552
1035.766,0.899186704444441
1043.453,0.900545808749997
1051.172,0.901899742791664
1058.906,0.903256307874997
1066.672,0.904618216194441
1074.453,0.905981890479164
1082.219,0.907341749437497
